YTID,start_seconds,end_seconds,positive_labels
-uaTK8sa5Ms,10.0,20.0,"/m/018j2,/m/04rlf"
-vBj0PZ1RF0,9.0,19.0,"/m/028ght,/m/04rlf,/m/07plz5l"
-vRhQeleXzE,0.0,10.0,"/m/05x_td,/m/07qv_d5,/m/07yv9,/m/0btp2,/m/0k4j,/t/dd00128"
-vZ-_4oFCzs,17.0,27.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk"
-vg8ttgP32I,18.0,28.0,/t/dd00134
-w12aSkQ9No,30.0,40.0,"/m/01lyv,/m/04rlf,/m/05lls"
-w8maIWtnUk,30.0,40.0,"/m/01b9nn,/m/01jnbd,/m/02rr_,/m/02sgy,/m/04rlf"
-wHOJSFITTg,20.0,30.0,/m/0939n_
-wQ8El8J_dE,30.0,40.0,"/m/02dgv,/m/02y_763,/m/09x0r"
-wiXdIMwM-I,30.0,40.0,"/m/04rlf,/m/07qcpgn,/m/07r4wb8,/m/09x0r"
-wnDAPcoPsk,30.0,40.0,"/m/013y1f,/m/03gvt"
-wwmAy7sUrM,29.0,39.0,"/m/04rlf,/m/07q7njn"
-wymN80CiYU,130.0,140.0,"/m/04rlf,/t/dd00031"
-xCaTrKy1CI,0.0,10.0,"/m/0dwsp,/m/0dwtp,/m/0j45pbj"
-xQbyezhw_k,40.0,50.0,/m/03wvsk
-xfgovG6-KU,30.0,40.0,"/m/02dgv,/m/02y_763,/m/09x0r"
-xuq3kOwGGw,30.0,40.0,"/m/07rqsjt,/m/0c1dj"
-xvjztZlMZE,30.0,40.0,"/m/04rlf,/m/07pt_g0"
-yTHDQZL1dE,30.0,40.0,"/m/07s34ls,/t/dd00066"
-yc2dgZAkgM,1.0,11.0,"/m/04rlf,/m/07q6cd_,/m/09x0r"
-yrutqBKk-U,30.0,40.0,"/m/07c52,/m/09x0r"
-z3n74RK92U,6.0,16.0,"/m/01h82_,/m/02mk9,/m/09x0r"
-z4OZ7ls5Bo,540.0,550.0,"/m/04rlf,/m/04szw,/m/07xzm,/m/09x0r,/m/0fx80y"
-zCtwbk005g,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2"
-zI7FN8cMIE,130.0,140.0,"/m/07qv_d5,/m/07yv9,/m/0912c9,/m/0k4j"
-zNEcuo28oE,30.0,40.0,"/m/02rhddq,/m/07r04,/m/07yv9"
-zgGL2o1jqw,80.0,90.0,"/m/01jt3m,/m/0838f"
-znnr5EbiAc,7.0,17.0,/m/07rqsjt
0-2Onbywljo,380.0,390.0,"/m/04rlf,/m/068zj,/m/07r4k75,/m/09x0r"
0-6N0Qagy5A,10.0,20.0,"/m/04rlf,/m/0gy1t2s,/m/0l14qv"
0-7PyzhzuYQ,30.0,40.0,"/m/016cjb,/m/02w4v,/m/0326g,/m/04rlf,/m/0dq0md,/m/0g293,/m/0gg8l"
0-EgET9q3qE,30.0,40.0,"/m/013y1f,/m/03xq_f"
0-Hzui4Qpl4,40.0,50.0,"/m/09x0r,/m/0dv3j"
0-N62G9etNE,30.0,40.0,"/m/04rlf,/m/07s2xch,/m/09x0r,/m/0g293"
0-ljtP6WJrI,30.0,40.0,/m/01w250
0-o0oZvSFOk,30.0,40.0,"/m/07bgp,/m/07q0h5t,/m/09x0r"
0-yskgO46Bg,30.0,40.0,"/m/08j51y,/m/09x0r"
007P6bFgRCU,10.0,20.0,"/m/01kcd,/m/07gql"
00AGIhlv-w0,300.0,310.0,"/m/023vsd,/m/07pdjhy,/m/083vt"
00FBAdjlF4g,30.0,40.0,/m/07qh7jl
00G2vNrTnCc,10.0,20.0,"/m/04rlf,/m/07pt_g0,/m/09x0r"
00KM53yZi2A,30.0,40.0,/m/01m4t
00XaUxjGuX8,170.0,180.0,/m/07pqn27
00cREXaIlnQ,30.0,40.0,"/m/019jd,/m/056ks2"
00cjBW18AMM,30.0,40.0,"/m/04rlf,/t/dd00032"
00iiNF4tn4o,24.0,34.0,/m/04zmvq
00mJnXKtToE,6.0,16.0,"/m/04rlf,/m/07qsvvw"
00vYncpl0pk,30.0,40.0,"/m/01z7dr,/m/04rlf"
00wORCOKNHw,14.0,24.0,/m/07rv9rh
00z0M1DJyAw,90.0,100.0,"/m/01rd7k,/m/025rv6n,/m/07svc2k"
01CiQ6VDxbo,30.0,40.0,/m/07sr1lc
01SaXyGY5SM,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk"
01he_d18c8o,50.0,60.0,"/m/04zmvq,/m/06hck5"
01x0zZpL87I,19.0,29.0,"/m/07qmpdm,/m/09x0r"
02-0m4RbDUI,30.0,40.0,"/m/02dgv,/m/07r4wb8,/m/09x0r"
02Ak1eIyj3M,30.0,40.0,"/m/012n7d,/m/03j1ly,/m/03kmc9"
02Fdq2tyIWI,0.0,10.0,"/m/04rlf,/t/dd00031"
02UvvE1oA1I,30.0,40.0,"/m/04rlf,/m/07q0h5t"
02XbmweOzOY,70.0,80.0,/m/03p19w
03IZHwOh2eQ,240.0,250.0,/m/03cczk
03Q2SbeP_cw,30.0,40.0,"/m/012n7d,/m/03j1ly,/m/03kmc9"
03Uz8L0u07Q,480.0,490.0,"/m/01280g,/m/0jbk"
03aJ_RcnBko,550.0,560.0,/m/03l9g
03c-hmoUfuc,30.0,40.0,"/m/07pp8cl,/m/09x0r,/t/dd00125"
03c2pnO2Xv0,30.0,40.0,/m/07plct2
03zeVlBWhdY,30.0,40.0,"/m/07qz6j3,/m/09x0r"
0439dMJj-FY,30.0,40.0,"/m/0jb2l,/m/0ngt1"
043ltTrTSno,150.0,160.0,"/m/04rlf,/t/dd00006"
0474eRAlFLY,30.0,40.0,"/m/0192l,/m/085jw"
04ChQ0fqzxQ,120.0,130.0,"/m/05rj2,/m/09x0r"
04ISXje8c_g,11.0,21.0,"/m/04rlf,/m/07qwdck,/m/09x0r"
04NjXsLyCl4,30.0,40.0,"/m/04rlf,/m/07qn4z3"
04QV0Xi5YTk,30.0,40.0,"/m/01bns_,/m/0d8_n"
04xLK7R5wNA,230.0,240.0,/m/07s12q4
054iiUoKoyo,10.0,20.0,"/m/0l14gg,/m/0l14qv"
055kC3FYxK0,11.0,21.0,"/m/04rlf,/m/07pws3f,/m/09x0r"
05JAmKFVy44,20.0,30.0,"/m/04rlf,/m/07qjznl"
05rzRNMhoL0,30.0,40.0,/m/07pczhz
06Nq51sogmQ,10.0,20.0,"/m/02bm9n,/m/0l7xg,/t/dd00077"
06pzMwo6VHA,120.0,130.0,"/m/0dwsp,/m/0dwtp,/m/0j45pbj"
06rCpqwkcDw,10.0,20.0,"/m/01d3sd,/m/068hy,/m/0bt9lr,/m/0jbk"
06si40RVDco,30.0,40.0,"/m/04_sv,/m/07pb8fc,/m/07yv9,/t/dd00066"
076qdKSC8nU,30.0,40.0,"/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/09x0r,/m/0g12c5"
07AQUF6A_mg,290.0,300.0,/m/03l9g
07FxCXxknY4,30.0,40.0,"/m/018vs,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/t/dd00031"
07I7v5ISD7Y,350.0,360.0,/m/03wvsk
07mCK08xGRc,10.0,20.0,"/m/04rlf,/m/07pws3f,/m/09x0r"
07rwFurzpw8,21.0,31.0,"/m/04rlf,/m/07bjf,/m/09x0r"
07xGXxIHOL4,110.0,120.0,"/m/04rlf,/m/04wptg"
08Cm_RuvHmk,0.0,10.0,"/m/01bns_,/m/0d8_n"
08QQAMaw24E,30.0,40.0,"/m/04rlf,/m/07pws3f"
08Ua8a01P5g,13.0,23.0,"/m/07pc8lb,/m/09x0r"
08mf5GxT820,30.0,40.0,"/m/04rlf,/m/07qv_x_"
08wKt83tR5E,30.0,40.0,"/m/04rlf,/m/07brj"
08wOPt-2PeE,90.0,100.0,/m/01swy6
097K1uMIPyQ,30.0,40.0,"/m/04rlf,/m/09x0r,/m/0brhx"
098xwjCQmHc,210.0,220.0,/m/015y_n
09kqMqn5rWs,260.0,270.0,"/m/09x0r,/m/0ytgt,/t/dd00013,/t/dd00129"
09lQmg2wvsY,100.0,110.0,"/m/01v1d8,/m/04rlf"
09pZj6CEvRw,250.0,260.0,/m/03w41f
09rHHvq75-U,0.0,10.0,/m/0hdsk
0A-VisU1k8U,370.0,380.0,/m/0dl83
0AA0R8gbxcI,30.0,40.0,"/m/01b9nn,/m/07hvw1,/m/09x0r"
0ARh-9Amrv0,260.0,270.0,"/m/07r4wb8,/m/09x0r"
0AkRWunFZPk,190.0,200.0,"/m/07s12q4,/m/09x0r"
0AqnCSdkjQ0,10.0,20.0,"/m/04k94,/m/07r5v4s"
0B7fwvTtvLM,0.0,8.0,"/m/018w8,/m/07pqc89"
0BCXcbaLeoA,30.0,40.0,"/m/07pc8lb,/m/07q7njn"
0BauNGmZtTU,250.0,260.0,"/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
0BgI0XxW0kE,340.0,350.0,"/m/025wky1,/m/09x0r"
0BlmXxLck5g,30.0,40.0,/t/dd00006
0CA5CPHRXDc,0.0,8.0,"/m/03vt0,/m/09f96,/m/0h2mp"
0CJFt950vOk,30.0,40.0,"/m/03kmc9,/m/0dgbq"
0CTgEP0SIVg,10.0,20.0,"/m/015p6,/m/020bb7,/m/03vt0,/m/07pggtn,/m/09xqv"
0Cd8q2Zg1Mc,25.0,35.0,/m/01d3sd
0Cl6hXpryhY,30.0,40.0,"/m/018w8,/m/07r4k75"
0Cu33yBwAPg,60.0,70.0,/m/03w41f
0CzC0-cXe8M,30.0,40.0,"/m/01yg9g,/m/07yv9"
0D9ZiiYArKw,30.0,40.0,"/m/07pyf11,/m/09x0r"
0DJP7ywh7nc,80.0,90.0,/m/06hck5
0DizopdPMBw,30.0,40.0,"/m/04rlf,/t/dd00035"
0DwRfesDQvE,25.0,35.0,/m/07qn4z3
0DzsPL-xElE,20.0,30.0,"/m/01j4z9,/m/04_sv"
0EI7FxbdsUE,410.0,420.0,"/m/04rlf,/m/09x0r,/t/dd00088"
0EOQco76eXQ,30.0,40.0,"/m/018vs,/m/04rlf,/m/04szw,/m/04wptg"
0EQYTfW7TDc,30.0,40.0,/m/07pn_8q
0EiQyHjoaz8,14.0,24.0,/m/024dl
0EvpBtracsk,30.0,40.0,"/m/04rlf,/m/06bz3"
0EyIdGgbPEo,30.0,40.0,"/m/04rlf,/m/07pws3f,/m/09x0r"
0EyJ15KLxg4,390.0,400.0,"/m/013y1f,/m/03gvt,/m/03xq_f"
0F-Z0zF1504,30.0,40.0,"/m/04rlf,/m/064t9,/m/0gywn"
0F04c_rY4aw,0.0,10.0,/m/07qf0zm
0FjrveIENzI,20.0,30.0,"/m/04rlf,/m/07qv_x_"
0Fzrv1GXHPI,470.0,480.0,/m/01v_m0
0G50t4FlbIA,60.0,70.0,"/m/03qc9zr,/m/09x0r"
0GFtqzOWnWg,110.0,120.0,/m/03p19w
0GNNFBrRz1E,40.0,50.0,/m/03l9g
0Ga7T-2e490,17.0,27.0,"/m/07r04,/m/07yv9,/m/0gvgw0"
0GhmrpFuRNQ,540.0,550.0,"/m/015lz1,/m/04rlf,/m/07p6fty"
0Gxn9FtaJFc,30.0,40.0,"/m/04rlf,/t/dd00033"
0H25ve3qts4,1.0,11.0,"/m/04rlf,/m/07rjzl8,/m/09x0r"
0H30ORfaFK8,10.0,20.0,/m/01g90h
0H814XXq-WQ,30.0,40.0,"/m/03qtwd,/m/04gy_2"
0HGsAx2KjPM,30.0,40.0,"/m/01sm1g,/m/0l14md"
0HXYdGGKV2k,30.0,40.0,"/m/018j2,/m/04rlf,/m/0gg8l"
0HbhE91JB-k,360.0,370.0,"/m/03vt0,/m/09f96,/m/0h2mp"
0HqZRxHCGLc,30.0,40.0,"/m/07pl1bw,/m/083vt"
0HzbpwB3xDk,30.0,40.0,/m/025wky1
0IMxRf5KZBY,30.0,40.0,"/m/07p6mqd,/m/09x0r"
0ISHZQJdeSw,30.0,40.0,"/m/04rlf,/m/064t9,/m/06j64v"
0ImJuPpEpco,60.0,70.0,/m/02l6bg
0IwGsEzITQs,20.0,30.0,"/m/012f08,/m/07yv9,/m/0h9mv,/m/0k4j"
0IxyUtHw6Ec,0.0,10.0,"/m/04rlf,/m/07rkbfh,/m/09x0r"
0IzhjqyDzt8,0.0,10.0,/m/03w41f
0J3wJhQVOII,260.0,270.0,"/m/025wky1,/m/09x0r"
0J_TdiZ3TKA,30.0,40.0,"/m/04rlf,/t/dd00003,/t/dd00006"
0JbGxIR8JTk,200.0,210.0,"/m/04rlf,/m/06rqw"
0JjprYD2Yhw,20.0,30.0,/m/07rbp7_
0Jq6WJLLSIk,4.0,14.0,"/m/09x0r,/t/dd00018"
0K0pXiZrUJA,200.0,210.0,/m/07s12q4
0KCVgexi4yU,30.0,40.0,"/m/04rlf,/m/06j64v,/t/dd00031"
0KKTw8pfNjg,290.0,300.0,"/m/09x0r,/m/0c3f7m"
0KOPvSUlNjI,180.0,190.0,"/m/0192l,/m/085jw"
0L2ndtt60Q8,30.0,40.0,"/m/04rlf,/t/dd00006"
0LAcf9DNd1Q,30.0,40.0,"/m/07rqsjt,/m/0c1dj"
0LE6Ll1rVlg,30.0,40.0,"/m/04rlf,/m/06j6l,/t/dd00035"
0LLlcPiatiU,210.0,220.0,"/m/04rlf,/m/07bjf"
0LTmV_dOmmo,30.0,40.0,"/m/07r4wb8,/m/09x0r"
0LY5zuRlIac,0.0,10.0,"/m/01qbl,/m/03qtq"
0MEPG8c0jqk,490.0,500.0,"/m/09x0r,/t/dd00112,/t/dd00125"
0MV5mb0RJLY,120.0,130.0,"/m/09ddx,/m/09x0r,/m/0jbk,/t/dd00125"
0Mba3BS1oRM,30.0,40.0,"/m/09x0r,/m/0dv3j"
0MzrXd8CUCg,30.0,40.0,"/m/04fq5q,/m/04rlf"
0N0C0Wbe6AI,30.0,40.0,"/m/03j1ly,/m/03kmc9,/m/04qvtq,/m/0c1dj"
0N17tEW_WEU,30.0,40.0,"/m/02qldy,/m/09x0r"
0N3-lCzOQPI,0.0,7.0,"/m/07st88b,/m/09ld4"
0N6S5OoG7Vg,150.0,160.0,"/m/02_41,/m/03m9d0z,/t/dd00092"
0N9EN0BEjP0,430.0,440.0,"/m/01bjv,/m/07r04,/m/07yv9,/m/0btp2"
0NMnJXcrhPo,380.0,390.0,/m/07rqsjt
0NW8rsCj6xQ,30.0,40.0,/m/07qwdck
0NZLG7HMiLg,590.0,600.0,"/m/02_41,/m/03m9d0z,/t/dd00092"
0O-gZoirpRA,30.0,40.0,"/m/02rhddq,/m/0k4j"
0OFlTh2_Obo,30.0,40.0,"/m/01z5f,/m/07r_k2n,/m/07rc7d9,/m/09x0r"
0OY8XXZ98rw,30.0,40.0,"/m/04rlf,/t/dd00003,/t/dd00006"
0OYlHvyfNk4,130.0,140.0,"/m/015y_n,/m/0164x2,/m/02x8m,/m/04rlf,/m/06rqw,/m/0g293"
0OhqyNGlJYE,310.0,320.0,/m/07r4wb8
0Olm321vgk8,30.0,40.0,"/m/04rlf,/t/dd00003"
0PHUQku2P5I,50.0,60.0,"/m/04rlf,/m/05lls,/m/074ft,/m/0l14jd"
0PKdFG3iB8w,430.0,440.0,"/m/01p970,/m/026t6,/m/0l14md"
0PMFAO4TIU4,30.0,40.0,"/m/03_d0,/m/04rlf"
0PQYNtIBVf4,70.0,80.0,"/m/02mk9,/m/04229,/m/07pb8fc"
0QSPtpp1HN8,30.0,40.0,"/m/013y1f,/m/03gvt,/m/05148p4,/m/05r5c"
0QTme5iyg4A,160.0,170.0,"/m/014zdl,/m/09x0r"
0QYedLfOwcI,40.0,50.0,"/m/02_nn,/m/09x0r"
0QabiRBcEKc,50.0,60.0,"/m/05zppz,/m/09x0r,/m/0cj0r"
0QdEYUt4LL8,110.0,120.0,/m/02_41
0QqQ1j1vBgw,30.0,40.0,"/m/02l6bg,/m/02mk9,/m/04rlf,/m/07yv9,/m/09x0r,/m/0cmf2,/m/0k5j"
0R6KIVvlyfQ,30.0,40.0,"/m/06xkwv,/m/07rcgpl"
0R85JknaH-w,90.0,100.0,"/m/07rrlb6,/m/09x0r"
0RGXyIbiHa4,30.0,40.0,/m/07qn4z3
0RJa3t8qZS4,30.0,40.0,"/m/0164x2,/m/04rlf,/m/06bxc,/m/0glt670"
0RMYLychMXc,0.0,10.0,/m/07qfr4h
0RZRFj7zDnQ,30.0,40.0,"/m/01xqw,/m/02fsn,/m/0l14_3"
0RcMzUdXDRQ,30.0,40.0,"/m/03_d0,/m/04rlf,/m/0ggx5q"
0Rg7tKJWk2w,30.0,40.0,"/m/07swgks,/m/09x0r"
0RgGrVklaao,150.0,160.0,"/m/04rlf,/m/07qqyl4"
0Rjyih3W0Is,0.0,10.0,"/m/085jw,/m/0l14j_"
0Rp0mQTZF2o,30.0,40.0,"/m/04rlf,/m/07swgks,/m/09x0r"
0Rt6sNb3P8o,30.0,40.0,/t/dd00037
0RyzdrZgrus,6.0,16.0,"/m/04rlf,/m/07qsvvw,/m/09x0r"
0S2mvjzH_xQ,40.0,50.0,/m/06_y0by
0SLv6CmZas8,2.0,12.0,"/m/04rlf,/m/09t49,/m/09x0r"
0SNhAKyXtC8,30.0,40.0,"/m/02p0sh1,/m/04rlf"
0SnjS2w_c80,520.0,530.0,"/m/02bxd,/m/04rlf"
0TKyCw1Ykq8,30.0,40.0,/m/07qwyj0
0TSOlaZXXM8,80.0,90.0,"/m/018vs,/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
0TV9zvfwFhs,30.0,40.0,"/m/04rlf,/t/dd00003,/t/dd00006"
0TiEO149Ydc,30.0,40.0,"/m/03_d0,/m/04rlf"
0TvuLbDrd6g,50.0,60.0,"/m/03fwl,/m/0jbk"
0U20V7Kh_kc,290.0,300.0,"/m/07q7njn,/m/09x0r"
0U7mQ5GYMX8,300.0,310.0,"/m/01p970,/m/0l14md"
0U9_6RyH3_M,30.0,40.0,/m/04rmv
0UF1FHDPM1A,30.0,40.0,"/m/07s04w4,/m/09x0r"
0Ubu4BqSWmU,30.0,40.0,"/m/04rlf,/t/dd00034"
0V7-w8K3Fgw,0.0,7.0,"/m/07q7njn,/m/09x0r"
0VCK8rLKXKA,110.0,120.0,/m/0326g
0VjPCd62oKg,100.0,110.0,"/m/04rlf,/m/09ddx"
0VnKeRijmM8,150.0,160.0,/m/07pjjrj
0W1En_XsDnM,0.0,7.0,"/m/03q5_w,/m/04rlf,/m/09x0r"
0W1sNicXboU,60.0,70.0,"/m/04rlf,/m/07rrlb6,/m/0838f,/m/09x0r"
0Wkk9iNzA9c,30.0,40.0,"/m/01z5f,/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
0XFFOBzJ3aw,120.0,130.0,"/m/085jw,/m/0l14j_"
0XSNrKgA94g,30.0,40.0,"/m/0jb2l,/m/0ngt1"
0XTWdzBttaU,0.0,10.0,/m/08p9q4
0Xe2zCJNjvk,160.0,170.0,"/m/07pjwq1,/m/09x0r"
0XeH2s-LzZE,2.0,12.0,"/m/04rlf,/m/07pqn27,/m/09x0r"
0XxinBtKouQ,30.0,40.0,"/m/018j2,/m/01lyv,/m/04rlf,/m/07sbbz2,/m/0gg8l"
0Y8TTBlRKkQ,330.0,340.0,/m/0j2kx
0YIWrXgCjiM,30.0,40.0,"/m/04rlf,/m/0l14jd,/t/dd00003,/t/dd00005"
0YI_WYJVv2M,30.0,40.0,"/m/07bgp,/m/07q0h5t"
0YTieIiZNN4,10.0,20.0,"/m/032s66,/m/04zjc"
0Ycad70UNwE,60.0,70.0,"/m/04rlf,/m/09x0r,/t/dd00006"
0YsC6M4GFoc,4.0,14.0,"/m/07pws3f,/m/09x0r"
0Z760XNy4VM,30.0,40.0,"/m/04rmv,/m/09x0r"
0ZAfYE4bgs8,0.0,10.0,"/m/07pp8cl,/m/09x0r,/t/dd00125"
0ZN2HKsFg4A,0.0,10.0,"/m/04rlf,/m/0790c,/m/09x0r,/t/dd00128"
0_1BfYtffzg,180.0,190.0,/m/07plct2
0_8-g2rof7E,80.0,90.0,/m/01jg02
0_9-dbUW0hU,30.0,40.0,"/m/04rlf,/m/04szw,/m/07kc_"
0_B2YnBAz3A,220.0,230.0,"/m/01hsr_,/m/04rlf,/m/09x0r"
0_FFqLukmHk,80.0,90.0,/m/01hsr_
0_O6nVfnCH8,210.0,220.0,"/m/07rrlb6,/m/09x0r,/m/0ytgt"
0_XItMAYkwc,30.0,40.0,"/m/03_d0,/m/04rlf"
0_gci63CtFY,30.0,40.0,"/m/05x_td,/m/09x0r"
0a5KHX_odJ8,30.0,40.0,"/m/07pws3f,/m/09x0r"
0a91szM1Ivw,30.0,40.0,"/m/015vgc,/m/02p0sh1,/m/04rlf"
0aYAf-S-fKM,20.0,30.0,/m/01jnbd
0aaLWD7TUSU,30.0,40.0,"/m/019jd,/m/056ks2"
0abzD7hBTRk,30.0,40.0,"/m/02cz_7,/m/04rlf"
0bKpv6YBl7g,50.0,60.0,"/m/09x0r,/m/0fqfqc"
0bO6DhC2tlU,110.0,120.0,"/m/07p9k1k,/m/07ptfmf,/m/0dxrf"
0bP2MH3LqvI,30.0,40.0,"/m/02l6bg,/m/04rlf"
0bRUkLsttto,30.0,40.0,"/m/04rlf,/t/dd00035"
0bWZNWZ8YCI,1.0,11.0,/m/07qmpdm
0bhY7v5dJDY,310.0,320.0,/m/07r4k75
0bsbkdnSgMQ,30.0,40.0,/m/07qh7jl
0bvPjMQ_WbE,30.0,40.0,"/m/04rlf,/m/0l156b"
0c1YU_VtFRE,180.0,190.0,"/m/04rlf,/m/07hvw1,/t/dd00129"
0c78GAZ0jLY,5.0,15.0,/t/dd00005
0cNYPgD6cEA,30.0,40.0,"/m/04rlf,/t/dd00003"
0cZQm65sZjc,50.0,60.0,"/m/03v3yw,/m/09x0r"
0crG6jzAUpE,120.0,130.0,"/m/01z47d,/m/09x0r,/t/dd00125"
0dC6Ay0oqWk,30.0,40.0,"/m/01bns_,/m/0d8_n"
0dPx94RPy2M,30.0,40.0,"/m/04rlf,/m/08j51y"
0dVmGVa3Rbw,20.0,30.0,"/m/07bjf,/m/0dv5r"
0dd6AlyOnfc,30.0,40.0,/m/07ptzwd
0dgl6Rvt3X0,30.0,40.0,"/m/07bjf,/m/09x0r"
0eTrzI5-ong,30.0,40.0,"/m/01bns_,/m/01xqw,/m/0d8_n,/m/0l14_3"
0eXXRhp0p3w,19.0,29.0,/t/dd00088
0ewQiU3q5jM,30.0,40.0,"/m/03r5q_,/m/04rlf"
0fCpAuxrQ_I,380.0,390.0,"/m/04rlf,/t/dd00036"
0fD-eSRrybM,30.0,40.0,"/m/07qh7jl,/t/dd00077"
0fZKF6FprcA,30.0,40.0,"/m/07qh7jl,/t/dd00077"
0fiOM---7QI,140.0,150.0,"/m/04rlf,/m/06j64v"
0foC-4n-eH0,0.0,8.0,"/m/02dgv,/m/02y_763,/m/068hy,/m/0bt9lr,/m/0jbk"
0fqtA_ZBn_8,30.0,40.0,"/m/015vgc,/m/01c194,/m/04rlf,/m/0jtg0"
0fsntL6RKww,30.0,40.0,/m/03l9g
0fvq8YY28qI,130.0,140.0,"/m/07qs1cx,/m/09x0r,/t/dd00125"
0fwt2zSftIc,62.0,72.0,/m/02x984l
0g-KosNgMYA,70.0,80.0,"/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr"
0g4SlqjORM4,80.0,90.0,"/m/01kcd,/m/0319l,/m/05pd6"
0g_-KI5NZ-E,30.0,40.0,/m/01w250
0hOD_iIeePk,30.0,40.0,"/m/02mk9,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00130"
0hUft9scxzY,460.0,470.0,"/m/07qcx4z,/m/09x0r"
0hWIKYNSEPE,80.0,90.0,"/m/0192l,/m/026t6,/m/085jw,/m/0bm02,/m/0l14md"
0he6VV5Y9Bg,30.0,40.0,"/m/03vt0,/m/09xqv"
0hfU27A6tus,70.0,80.0,"/m/018j2,/m/01lyv,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0gg8l,/m/0l14_3"
0hjqlmdPT6g,50.0,60.0,"/m/02mk9,/m/07yv9,/t/dd00067,/t/dd00130"
0i-RTS_FXcM,30.0,40.0,"/m/01hnzm,/m/04rlf"
0i8VM_EooCs,30.0,40.0,"/m/02lkt,/m/04rlf,/m/07gxw"
0iiwZ2_9Vi8,90.0,100.0,/m/01b_21
0izHOfrwPn4,180.0,190.0,"/m/04rlf,/m/07qdb04,/m/09x0r"
0jFQ21A6GRA,30.0,40.0,"/m/04rlf,/m/06j64v"
0jR20-0sy1Y,50.0,60.0,"/m/085jw,/m/0l14l2"
0j_nQcD7jdU,190.0,200.0,"/m/04rlf,/m/07pt_g0,/m/0l14gg"
0jiu0RNizU8,160.0,170.0,"/m/07y_7,/m/0l14_3"
0jnvb2H25_Q,110.0,120.0,"/m/02fxyj,/m/09x0r"
0jy-sVREk4o,30.0,40.0,/m/07rv9rh
0k6KjLouAHs,30.0,40.0,"/m/09x0r,/m/0dl9sf8"
0kIIGL-xFhY,360.0,370.0,/m/0lyf6
0kNCB0oGiL4,0.0,10.0,"/m/07plz5l,/t/dd00125"
0kQD1P0_KUs,30.0,40.0,"/m/04rlf,/m/04wptg"
0kQjfwXjFuY,30.0,40.0,"/m/02bk07,/m/04rlf"
0kY1isykrrs,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00034"
0kqQNBR09Rc,90.0,100.0,/m/07rknqz
0lJyHuTVMNY,490.0,500.0,"/m/07s12q4,/m/09x0r,/t/dd00125"
0lPcHRhXlWk,30.0,40.0,"/m/01bjv,/m/07yv9"
0lPip_ffJbk,40.0,50.0,"/m/081rb,/m/09x0r"
0loP4WNnL2k,0.0,10.0,"/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr"
0m2rwP3eYno,100.0,110.0,/m/0790c
0m9-5BkL4Mc,30.0,40.0,"/m/04rlf,/t/dd00005"
0mD4OcdidBM,0.0,10.0,"/m/03kmc9,/m/0dgbq"
0mNvPaqfwUI,220.0,230.0,"/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048"
0mXkme9abiU,30.0,40.0,/m/0hdsk
0mXoMK4PvIw,70.0,80.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
0mZQ6Q-viPw,10.0,20.0,/m/01b_21
0ml1KwECOo8,30.0,40.0,/m/01d3sd
0noFcocWRzw,10.0,20.0,"/m/039jq,/m/07pc8lb"
0oI0BvmTLvA,20.0,30.0,"/m/01x3z,/m/046dlr,/m/04rlf"
0onKcFY1Tu0,2.0,12.0,"/m/07st88b,/m/09ld4"
0oudYrPGNN8,30.0,40.0,"/m/03wwcy,/m/04rlf"
0p7J0O8ew0k,30.0,40.0,"/m/07qs1cx,/m/09x0r"
0pHPUaSSEWc,20.0,30.0,/m/02z32qm
0pHTgC1Frnw,350.0,360.0,"/m/016622,/m/0dwsp,/m/0dwtp,/m/0j45pbj"
0pLgOm0xgjY,30.0,40.0,/m/07pjjrj
0pYpyy1VXdM,80.0,90.0,"/m/015p6,/m/07sx8x_,/m/09x0r,/m/0ytgt,/t/dd00129"
0pewITE1550,30.0,40.0,"/m/04rlf,/m/07s8j8t"
0pyk5xo7XAI,30.0,40.0,/m/07qwyj0
0q1wOYCfLlQ,11.0,21.0,"/m/06hck5,/m/06wzb"
0qDs_aC0LwI,5.0,15.0,"/m/04rlf,/m/04rmv"
0qZ54ovyEWQ,310.0,320.0,"/m/02c8p,/m/09x0r,/t/dd00125"
0rNQE7fccQg,30.0,40.0,"/m/07yv9,/m/0gvgw0"
0rbUCEM20aw,30.0,40.0,"/m/07pws3f,/m/09x0r"
